"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"David","Yang, Ph.D.","Band of Angels","Member","https://happenstance.ai/u/b2c6594e-fb25-4ffd-953b-57c25bf9bcab","https://www.linkedin.com/in/david-yang-ph-d-4bb4025","","Yes","Sort of","Yes","Yes","Yes","Location is listed as United States and his activities are centered in Silicon Valley, making him based on the West Coast.
David describes himself as a member of Band of Angels, a Silicon Valley angel group, indicating he is an active angel investor who likely writes $500K+ checks.
His career includes founding ABBYY, Newo.ai, Yva.ai and other AI‑focused companies, showing deep investment and operational experience in AI/ML and enterprise SaaS.
Band of Angels is an angel syndicate rather than a venture‑capital fund that routinely leads Series A rounds, so he probably does not lead Series A deals at a VC fund.
His current roles are at an angel group, AI startups, and advisory boards – none are accelerators, PE, hedge funds, or crypto‑only firms, so he does not work at excluded organizations.
He is a serial AI entrepreneur (founder of ABBYY, Newo.ai, Yva.ai), TEDx speaker, World Economic Forum Technology Pioneer, and holds numerous patents, which are highly noteworthy for credibility.","Zamir Shukho via Google Contacts (Medium connection), Harry Wetherall via LinkedIn, Daniel Kozlov via LinkedIn"
"Mike","Morris","Inception Studio Capital","Managing Partner","https://happenstance.ai/u/35ecda3b-1408-435b-98ae-7cb2806d44c5","https://www.linkedin.com/in/mikemorris7","","Yes","Yes","Sort of","Yes","Yes","He’s based in the San Francisco Bay Area, fitting the West Coast/U.S. location preference.
His current role is at a VC fund, not at an accelerator, incubator, PE, hedge fund, or sector‑specific firm.
Mike is Managing Partner at Inception Studio Capital, a venture capital fund, which matches the partner‑level investor role.
Mike founded and led AI‑focused companies and now runs a fund that invests in AI tooling, suggesting relevant investment exposure.
Inception Studio Capital writes first checks for early‑stage AI companies, implying it can lead Series A rounds with $500K‑$10M checks.
Mike combines deep AI engineering leadership with founding experience and now runs a dedicated AI‑focused seed fund, giving him strong deal‑flow and network.","Daniel Kozlov via LinkedIn"
"Denis","Kalyshkin","I2BF Global Ventures","Principal","https://happenstance.ai/u/0b8cbae1-0459-4f98-915e-fc36f4f4afa7","https://www.linkedin.com/in/denis-kalyshkin-b634592a","","Sort of","Yes","Yes","Sort of","Yes","He is based in the United States, though the specific city or West Coast location isn’t stated.
His current roles are at a venture capital fund and a startup, not at any excluded organization type.
Denis describes experience investing in AI, ML, enterprise SaaS, B2B software and other frontier tech.
Denis is a Principal at I2BF Global Ventures, which is a VC fund but the role is not explicitly a Partner/GP/MD.
I2BF Global Ventures invests in early‑stage rounds and often leads Series A deals with checks in the $500K‑$10M range.
Denis has a unique background as an ex‑rocket scientist and deep‑tech investor, adding credibility in frontier technologies.","Zamir Shukho via Google Contacts (Medium connection)"
"Neil","Vasant","Family Office","Principal Investor","https://happenstance.ai/u/252766a2-6176-4ad6-ba57-58d8b2d49dde","https://www.linkedin.com/in/neilvasant","","Yes","Sort of","Yes","Sort of","Yes","His current role is at a family office, not at any of the excluded organization types. (2020 - Present)
Neil is based in Denver, Colorado, which meets the U.S. location criterion but not the West‑Coast/Bay‑Area preference.
His description mentions investing in Emerging AI Stack and semiconductor technologies, aligning with AI/ML and enterprise SaaS interests.
He works at a family office rather than a VC fund, so it’s unclear if the firm routinely leads Series A rounds with $5‑7 M checks. (2020 - Present)
Neil is a Principal Investor at a family office and has funded multiple early‑stage tech companies, suggesting he writes $500K+ checks. (2020 - Present)
Neil brings 20+ years of global tech operating and board experience, a strong network of co‑investors, and multilingual capabilities that can aid cross‑border deals.","Harry Wetherall via LinkedIn"
"Sergey","Vasilev","Friendly VC","Venture Partner","https://happenstance.ai/u/7f611cba-b9eb-49ec-9ff1-2c711f76006e","https://www.linkedin.com/in/sergey-vasilev-8365431a","","Yes","Sort of","Sort of","Sort of","Yes","He works at venture capital firms and not at any of the excluded organization types.
Sergey is a Venture Partner at two VC firms, which are partner‑level roles in venture capital.
His basic info lists the United States as his location, but no specific West Coast or Bay Area city.
His current funds are venture capital firms, but the resume doesn’t specify their typical check size or that they lead Series A rounds.
He mentions working on AI tooling for VCs and corporate innovation, indicating some AI/ML and enterprise SaaS exposure, though details are limited.
Sergey has 16+ years of VC and corporate innovation experience, mentors at Skolkovo, and holds two concurrent venture‑partner roles, giving him a broad network and deep deal‑making expertise.","Zamir Shukho via Google Contacts (Medium connection)"
"Darwin","Ling","Good AI Capital","Founder and General Partner","https://happenstance.ai/u/2515d4a2-b75b-445c-a6a0-0ac2356877a4","https://www.linkedin.com/in/darwinling","https://twitter.com/darwinl","Yes","Yes","Yes","Yes","No","He is based in the San Francisco Bay Area.
Good AI Capital leads Series A rounds with $5‑7M checks, matching the required check size range.
Darwin is the Founder and General Partner of Good AI Capital, a VC fund, and also writes personal checks as an investor.
His investment thesis focuses on AI, enterprise SaaS, fintech and data infrastructure and his portfolio includes several AI‑focused companies.
Darwin has a strong track record with 2 IPOs, 3 unicorns, and deep ties to both academia and industry, making him a high‑profile, well‑connected investor.","Zamir Shukho via Google Contacts"
"Tam","Thao Pham","Independent","Angel Investor","https://happenstance.ai/u/059886d1-e1e1-4d44-9414-2c1e74bac327","https://www.linkedin.com/in/tamthaopham","","Yes","No","Yes","Yes","Yes","He is based in San Francisco, California, satisfying the US West‑Coast location preference.
His current roles are angel investor, CEO, and board member, none of which are excluded categories.
Tam is an active angel investor with a portfolio of large‑check investments, fitting the investor profile. (2019 - Present)
He also runs 6Pages, a market‑intelligence platform for leaders, indicating deep insight into market trends and AI tooling.
His investment list includes AI leaders (OpenAI, Anthropic) and SaaS/fintech companies, showing relevant AI and enterprise SaaS experience. (2019 - Present)","Harry Wetherall via LinkedIn"
"Rohit","Jain","Harvard Business School Alumni Angels Northern California","Angel Investor","https://happenstance.ai/u/88507764-0ff8-4097-94b8-495eb6adbdf6","https://www.linkedin.com/in/jainr","","Sort of","No","Yes","Yes","Yes","He is based in the San Francisco Bay Area.
His angel investing focus includes AI/ML, enterprise SaaS, and B2B software. (2013 - Present)
Rohit is an active angel investor through HBS Alumni Angels, but he is not listed as a partner or MD at a VC fund. (2013 - Present)
His current roles are advisory, CIO, and angel investing – none are at accelerators, PE, hedge funds, or crypto/biotech‑only firms.
Rohit has a proven track record of building enterprise AI platforms at Nasdaq‑listed iRhythm and scaling Upwork through its IPO, and he speaks on AI strategy at Harvard and the UN.","Zamir Shukho via Google Contacts"
"Parasvil","Patel","Radical Ventures","Partner","https://happenstance.ai/u/64ee1fbf-2b4b-421d-ad1d-09280d40e920","https://www.linkedin.com/in/parasvil","https://twitter.com/parasvil","Yes","Yes","Yes","No","Yes","He focuses on AI/ML and enterprise SaaS investments through his VC work and board roles.
Radical Ventures actively leads Series A AI deals with check sizes in the $500K‑$10M range.
Parasvil is a Partner at Radical Ventures, a venture capital fund that makes early‑stage AI investments.
He brings a strong AI focus, board experience at multiple AI startups, and an MBA from Harvard as a Baker Scholar.
His current roles are all at a VC fund and portfolio companies, with no ties to accelerators, PE, or other excluded entities.","Zamir Shukho via Google Contacts"
"Pradip","Madan","Independent","Deep-Tech Investor, Mentor","https://happenstance.ai/u/50fc3167-6cc0-4c54-97ea-30117243e6d1","https://www.linkedin.com/in/pradip-madan-8759881","","Sort of","No","Yes","Yes","Yes","He is based in Los Altos, California, placing him squarely on the West Coast/Bay Area.
His current role is independent investing and mentoring, not at any of the excluded organization types.
He brings decades of technical leadership, board experience, and a network spanning startups to Fortune 1000 firms, having launched over 300 products across many sectors.
His investment portfolio includes AI‑native startups, online furniture design SaaS, and other B2B/enterprise tools, showing strong AI and SaaS experience. (2025 - Present)
Pradip is a deep‑tech investor and mentor who makes angel investments, but he is not listed as a partner or MD at a VC fund; his role fits the prolific individual angel profile.","Harry Wetherall via LinkedIn"
"Ron","Lewin","GSD Venture Studios","Partner","https://happenstance.ai/u/93e7fc4b-b7bf-4411-ab99-52fd8c5c5326","https://www.linkedin.com/in/ronlewin","","Yes","Sort of","Yes","No","Yes","Ron’s description emphasizes AI, Generative AI, and enterprise technology investing and mentorship.
His roles are in a venture fund/venture studio and board positions, not in any of the excluded organization types.
Ron is a Partner at GSD Venture Studios, which is launching a dedicated venture fund that invests in tech startups. (2023 - Present)
The GSD Venture Fund targets early‑stage, Series A‑type investments in Generative AI, but the exact check‑size range isn’t specified. (2023 - Present)
Ron is a seasoned founder and former Managing Director of a 700‑person global tech services firm, with extensive board experience and multiple industry awards, giving him a deep network and credibility with corporate and VC investors.","Zamir Shukho via Google Contacts (Medium connection)"
"Alexey","Girin","Starta VC","General Partner","https://happenstance.ai/u/e5f4a826-84be-448e-9d5a-c952202762a1","https://www.linkedin.com/in/alexey-girin-21971231","","Yes","Yes","Sort of","No","Yes","Alexey is a General Partner at Starta VC, which is a venture capital fund. (2010 - Present)
His roles are at a VC fund, not at an accelerator, PE, hedge fund, or other excluded entities. (2010 - Present)
The resume mentions a focus on tech startups but does not list specific AI or SaaS investments. (2010 - Present)
He authored two books on venture capital and has built four funds with 200+ portfolio companies and multiple exits. (2010 - Present)
Starta VC invests in early‑stage tech and has a track record of leading rounds, so it likely leads Series A deals in the $500K‑$10M range. (2010 - Present)","Zamir Shukho via Google Contacts (Medium connection)"
